sequence,frame_prev,frame_curr,image_prev_path,image_curr_path,rotation_gt_x,rotation_gt_y,rotation_gt_z,rotation_pred_x,rotation_pred_y,rotation_pred_z,rotation_error_x,rotation_error_y,rotation_error_z,rotation_l2_error,rotation_squared_error,translation_gt_x,translation_gt_y,translation_gt_z,translation_pred_x,translation_pred_y,translation_pred_z,translation_error_x,translation_error_y,translation_error_z,translation_l2_error,translation_squared_error,translation_gate_0,translation_gate_1,translation_gate_2,translation_gate_entropy,translation_dominant_expert,translation_expert_0_x,translation_expert_0_y,translation_expert_0_z,translation_expert_1_x,translation_expert_1_y,translation_expert_1_z,translation_expert_2_x,translation_expert_2_y,translation_expert_2_z
09,1512,1513,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001512.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001513.png,-0.005322427023202181,0.05846516042947769,0.0025836217682808638,-0.0011496060760691762,-1.8214594092569314e-05,-0.0014314501313492656,0.0041728210635483265,-0.05848337337374687,-0.0040150717832148075,0.05876936390995979,0.003453838173300028,0.056181613355875015,-0.01228245161473751,0.5314252972602844,-0.0072294422425329685,-0.009506097063422203,0.6753595471382141,-0.06341105699539185,0.0027763545513153076,0.1439342498779297,0.15730778872966766,0.02474573813378811,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
09,1510,1511,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001510.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001511.png,-0.00912438053637743,0.05942157283425331,0.005265143234282732,-0.0011896087089553475,0.003402118803933263,-0.0015586608787998557,0.007934771478176117,-0.05601945519447327,-0.0068238042294979095,0.056988634169101715,0.0032477043569087982,0.06229737773537636,-0.028979474678635597,0.5434278845787048,-0.006853328086435795,-0.012853333726525307,0.7800889015197754,-0.06915070861577988,0.01612614095211029,0.23666101694107056,0.2470836043357849,0.061050307005643845,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
09,1513,1514,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001513.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001514.png,-0.0033201889600604773,0.05828186869621277,-0.000233157305046916,-0.0011953688226640224,0.001411304110661149,-0.0015770868631079793,0.002124820137396455,-0.05687056481838226,-0.0013439295580610633,0.05692611262202263,0.0032405820675194263,0.05046845227479935,-0.007454567588865757,0.5233879685401917,-0.007961180061101913,-0.009326704777777195,0.6300839781761169,-0.05842963233590126,-0.001872137188911438,0.10669600963592529,0.12166168540716171,0.014801565557718277,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
09,1511,1512,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001511.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001512.png,-0.007605072110891342,0.05849699303507805,0.005380768794566393,-0.0012594342697411776,0.003193100681528449,-0.001595054753124714,0.006345638073980808,-0.055303893983364105,-0.006975823547691107,0.05610213801264763,0.0031474498100578785,0.06685563176870346,-0.02511725015938282,0.5376870632171631,-0.007632270455360413,-0.012212020345032215,0.7373232245445251,-0.07448790222406387,0.012905229814350605,0.19963616132736206,0.21347035467624664,0.04556959122419357,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
09,1516,1517,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001516.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001517.png,-0.0012156221782788634,0.057261161506175995,0.0023503382690250874,-0.0011561758583411574,0.003081910777837038,-0.0015500769950449467,5.9446319937705994e-05,-0.054179251194000244,-0.003900415264070034,0.05431950092315674,0.0029506077989935875,0.05726688355207443,-0.0013949346030130982,0.5055676102638245,-0.007452134974300861,-0.011964199133217335,0.7325503826141357,-0.06471902132034302,-0.010569264180958271,0.22698277235031128,0.2362656146287918,0.05582144111394882,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
09,1517,1518,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001517.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001518.png,-0.0010826127836480737,0.05673719197511673,0.0004349128867033869,-0.001171846641227603,0.003127079689875245,-0.001555203227326274,-8.923385757952929e-05,-0.05361011251807213,-0.001990116201341152,0.05364711210131645,0.002878012601286173,0.051745373755693436,-0.009574194438755512,0.5013508200645447,-0.007254897616803646,-0.01196219027042389,0.6585922241210938,-0.059000272303819656,-0.002387995831668377,0.15724140405654907,0.16796307265758514,0.028211593627929688,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
09,1515,1516,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001515.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001516.png,-0.0017844211542978883,0.05705039203166962,0.0010020122863352299,-0.0011561631690710783,0.0037519694305956364,-0.0015375881921499968,0.00062825798522681,-0.05329842120409012,-0.0025396004784852266,0.053362589329481125,0.0028475660365074873,0.04794209823012352,-0.004610113333910704,0.505678117275238,-0.008222282864153385,-0.011734950356185436,0.6523695588111877,-0.05616438016295433,-0.007124837022274733,0.1466914415359497,0.15723733603954315,0.024723580107092857,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
09,1514,1515,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001514.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001515.png,-0.0026364708319306374,0.057246133685112,-0.0006456358823925257,-0.0011513654608279467,0.003958250395953655,-0.0015498114516958594,0.0014851053711026907,-0.05328788235783577,-0.0009041755693033338,0.05331623926758766,0.00284262141212821,0.0558755099773407,-0.021552380174398422,0.5033564567565918,-0.008190831169486046,-0.009389180690050125,0.6289465427398682,-0.0640663430094719,0.012163199484348297,0.12559008598327637,0.14151081442832947,0.020025309175252914,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
09,1518,1519,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001518.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001519.png,5.857989890500903e-05,0.05655994266271591,-0.000990910455584526,-0.0011733078863471746,0.003557648742571473,-0.0015448188642039895,-0.0012318878434598446,-0.05300229415297508,-0.0005539084086194634,0.053019504994153976,0.0028110677376389503,0.04828846454620361,0.005742465145885944,0.5060955286026001,-0.0069426619447767735,-0.012877410277724266,0.731484055519104,-0.05523112788796425,-0.018619876354932785,0.2253885269165039,0.2328028529882431,0.05419716611504555,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
09,1519,1520,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001519.png,/media/sherifdeen/ext_hd250/projects/deepdct-vo/data/sequences/09/image_2/001520.png,0.0014894825872033834,0.05679735541343689,-0.002362819854170084,-0.0011171852238476276,0.0040208082646131516,-0.0015335174975916743,-0.002606667811051011,-0.05277654528617859,0.0008293023565784097,0.05284738540649414,0.002792846178635955,0.04150230437517166,0.001643399242311716,0.5036208629608154,-0.006229347083717585,-0.01116033736616373,0.7737429141998291,-0.04773165285587311,-0.012803737074136734,0.27012205123901367,0.27460548281669617,0.07540816813707352,nan,nan,nan,nan,-1,nan,nan,nan,nan,nan,nan,nan,nan,nan
